organisation_alias_id,organisation_entity_id,alias,org_ref,role,source_activity_count,source_layer
org_alias_8b3827476672,org_35b884c2f631,Belgian agency for international cooperation (Enabel),BE-BCE_KBO-0264814354,implementing,9,canonical
org_alias_ce367d944e1f,org_35b884c2f631,Belgian agency for international cooperation (Enabel),BE-BCE_KBO-0264814354,reporting,9,canonical
org_alias_8bd77791e617,org_23ec5ae3748b,CHRISTIAN MISSION AID,XM-DAC-41122-VN-233395,implementing,9,canonical
org_alias_badc94cedf8d,org_23363fc9f299,CHRISTIAN MISSION FOR DEVELOPMENT,XM-DAC-41122-VN-230360,implementing,9,canonical
org_alias_1e94cf780638,org_41370340b23b,Charity Projects Ltd (Comic Relief),GB-CHC-326568,funding,9,canonical
org_alias_5322bee8fd99,org_41370340b23b,Charity Projects Ltd (Comic Relief),GB-CHC-326568,reporting,9,canonical
org_alias_45528ce29d83,org_44a85b3211b9,China,XM-DAC-41122-G08601,funding,9,canonical
org_alias_2d2548357db5,org_5f5c9d4ce347,HEALTH LINK SOUTH SUDAN,XM-DAC-41122-VN-226913,implementing,9,canonical
org_alias_884a49795c18,org_242211a2103c,IP not published,XM-DAC-41122-VN-216546,implementing,9,canonical
org_alias_3e3ba58bac6b,org_242ad20e55d0,IP not published,XM-DAC-41122-VN-234265,implementing,9,canonical
org_alias_193284b2a7a9,org_5df93cd5c706,Italian Committee for UNICEF,XM-DAC-41122-C22201,funding,9,canonical
org_alias_a7f911a5dc58,org_112106da2972,Japan - Ministry of Finance,TF513001,funding,9,canonical
org_alias_322deb5ad75b,org_349b84ba530f,Korea International Cooperation Age,KR-GOV-010-KOICA,funding,9,canonical
org_alias_60098d0bb9ed,org_1cc78ddec226,Luxembourg Committee for UNICEF,XM-DAC-41122-C26401,funding,9,canonical
org_alias_c5e9c78712ba,org_617edc9345a1,MINISTRY OF HEALTH REPUBLIC OF SOUTH SUDAN,XM-DAC-41122-VN-217605,implementing,9,canonical
org_alias_9181f6ec3de6,org_8f881fd1d47b,Norway - Ministry of Foreign Affairs,TF511001,funding,9,canonical
org_alias_81f1501221a1,org_73fa80025ade,PATH,US-EIN-91-1157127,implementing,9,canonical
org_alias_34931d73ea66,org_4bd6674aafda,PS MINISTRY OF HEALTH AND SOCIAL WELFARE MATERNAL AND CHILD,XM-DAC-41122-VN-209878,implementing,9,canonical
org_alias_5fa99caa3bee,org_1dea60f72271,PS MINISTRY OF HEALTH ZNZ,XM-DAC-41122-VN-209816,implementing,9,canonical
org_alias_a2b7f313abb2,org_4523d419ff64,SOMALI REGIONAL STATE HEALTH BUREAU,XM-DAC-41122-VN-203774,implementing,9,canonical
org_alias_9742ab21e504,org_aca86def8e26,UGANDA YOUTH DEVELOPMENT LINK,XM-DAC-41122-VN-240388,implementing,9,canonical
org_alias_694ead202b5f,org_06e002c3c4ef,UNIVERSAL NETWORK FOR KNOWLEDGE AND EMPOWERMENT AGENCY,XM-DAC-41122-VN-230533,implementing,9,canonical
org_alias_f28bae665c9f,org_2de0bd70bdce,UNOPS - UN Office for Project,41AAA,funding,9,canonical
org_alias_f421b240a9b8,org_151e2e7760da,United Nations Development Programme,XM-DAC-41114,reporting,9,canonical
org_alias_f418bace9e4f,org_4680785ef2c7,Welthungerhilfe,DE-CR-RA000220-VR3810,reporting,9,canonical
org_alias_ef6ec9c636aa,org_57350636bdd5,AFAR REGIONAL HEALTH BUREAU,XM-DAC-41122-VN-203766,implementing,8,canonical
org_alias_1b35ecf1ecef,org_88840b8523d5,AMHARA BUREAU OF HEALTH,XM-DAC-41122-VN-203868,implementing,8,canonical
org_alias_0c3761fe7142,org_0c21969bd0c0,Action Against Hunger USA,US-EIN-13-3327220,implementing,8,canonical
org_alias_9e0eb761c9c1,org_934bf2f2753e,Atlas-alliansen,,implementing,8,canonical
org_alias_00e7b1587a41,org_2dba1409812d,B GUMUZ REGIONAL HEALTH BUREAU RHB,XM-DAC-41122-VN-203752,implementing,8,canonical
org_alias_69324360fc06,org_1d31aa894b28,Bill and Melinda Gates Foundation,DAC-1601,funding,8,canonical
org_alias_0c2d91a43537,org_6479038e1533,CARE INTERNATIONAL IN SS,XM-DAC-41122-VN-217512,implementing,8,canonical
org_alias_e18c7b3b1e69,org_6c7e3accbdde,CENTRAL ETHIOPIA REGIONAL STATE BUREAU OF HEALTH,XM-DAC-41122-VN-247113,implementing,8,canonical
org_alias_c62e7d1088cf,org_42600280dab1,Canada - Department of Foreign Affairscomma Trade and Development,TF509001,funding,8,canonical
org_alias_fa23a2dd3ad9,org_7a27e999ef54,Clinton Health Access Initiative,US-EIN-27-1414646,reporting,8,canonical
org_alias_54c27615a4ba,org_17e940f7dd7d,Cordaid Global Office,NL-KVK-41160054,accountable,8,canonical
org_alias_a68f9d0e88f2,org_60cabcf81bd7,GPNRS HEALTH BUREAU,XM-DAC-41122-VN-203814,implementing,8,canonical
org_alias_6e7068b802ef,org_52ebda6614bb,"Gavi, The Vaccine Alliance",47122,funding,8,canonical
org_alias_9d9975d5e449,org_52ebda6614bb,"Gavi, The Vaccine Alliance",47122,reporting,8,canonical
org_alias_4a2c91046df9,org_4bf25948f37b,Gouvernment central (CH),XM-DAC-11001,implementing,8,canonical
org_alias_01d5f552f984,org_b46c2d40ee7a,HIV-AIDS AND CHILDREN,XM-DAC-41122-T49909,funding,8,canonical
org_alias_8bbeecc2fda3,org_2c7752936139,INTERNATIONAL MEDICAL CORPS UK,XM-DAC-41122-VN-217576,implementing,8,canonical
org_alias_983818551cbe,org_05d4b49f0d92,"International Rescue Committee, The",US-EIN-13-5660870,implementing,8,canonical
org_alias_f01cecb93be9,org_a3c56bc3164e,London School of Hygiene and Tropical Medicine,GB-EDU-133903,reporting,8,canonical
org_alias_37b5a7b2b693,org_5c1b932e7b70,MINISTRY OF FOREIGN AFFAIRS,XM-DAC-3-1,funding,8,canonical
org_alias_3baa197ee72a,org_fd3d05772bb4,NIHR,,funding,8,canonical
org_alias_0f3e7ff1f794,org_c3e5c7e97d4e,OROMIA REGION BUREAU OF HEALTH,XM-DAC-41122-VN-219775,implementing,8,canonical
org_alias_4578d93455be,org_6c2376b6031f,Oxfam Novib,NL-KVK-27108436,accountable,8,canonical
org_alias_ff522f9859ff,org_6c2376b6031f,Oxfam Novib,NL-KVK-27108436,reporting,8,canonical
org_alias_4571dbb697f3,org_7a8c1c8f70d4,PS MINISTRY OF HEALTH AND SOCIAL WELFARE ENVIRONMENTAL HEALTH,XM-DAC-41122-VN-209874,implementing,8,canonical
org_alias_8afbe4f1e314,org_8fb37418f6f0,PS MINISTRY OF HEALTH AND SOCIAL WELFARE HEALTH PROMOTION,XM-DAC-41122-VN-209879,implementing,8,canonical
org_alias_af9f5d3def54,org_9c9e97820652,PS PRIME MINISTERS OFFICE REGIONAL ADMINISTRATION AND LOCAL,XM-DAC-41122-VN-209844,implementing,8,canonical
org_alias_edae9827a47b,org_7f229679554a,RELIEF INTERNATIONAL,XM-DAC-41122-VN-230460,implementing,8,canonical
org_alias_bb52f31e6d27,org_fd34c9b837ba,SERS BUREAU OF HEALTH,XM-DAC-41122-VN-247151,implementing,8,canonical
org_alias_bb14251efa32,org_11f0e9f59644,SNRS HEALTH BUREAU,XM-DAC-41122-VN-242855,implementing,8,canonical
org_alias_9f91f9456a8c,org_c577e6792b68,SOUTH WEST ETHIOPIAN REGION HEALTH BUREAU,XM-DAC-41122-VN-245067,implementing,8,canonical
org_alias_d1ba24d22d0b,org_bdd5ceaea466,South Sudan,,funding,8,canonical
org_alias_3cdfab3c8837,org_78391a4aabd1,Spain,ES-DIR3-E04585801,funding,8,canonical
org_alias_3dfb0b1b58fd,org_96ecee91ee67,TIGRAY BUREAU OF HEALTH,XM-DAC-41122-VN-203743,implementing,8,canonical
org_alias_2f34e2d4136c,org_10d2303f236a,United Nations Children&apos;s Fund (UNICEF),XM-DAC-41122,funding,8,canonical
org_alias_fb7db6ec692d,org_dd01d271b88a,United Nations Population Fund (UNFPA),XM-DAC-41119,funding,8,canonical
org_alias_0e2b146fe023,org_03f184fc4d50,World Health Organization,XM-DAC-41143,implementing,8,canonical
org_alias_33e32c436233,org_8e8100114f07,AAC ADM FIN AND ECO UN HEALTH AND NUT,XM-DAC-41122-VN-203809,implementing,7,canonical
org_alias_187596f7a5de,org_a8d567e63dff,AGENCE D ACHAT DES PERFORMANCES,XM-DAC-41122-VN-203268,implementing,7,canonical
org_alias_45ddd6a6d6ab,org_8605c781992e,Action Against Hunger,GB-CHC-1047501,reporting,7,canonical
org_alias_db1005b4f46e,org_a443711c0f18,Andalucia,XM-DAC-41122-G39904,funding,7,canonical
org_alias_030b5ce7c4d1,org_a171c75c0643,BASIC EDUCATION AND GENDER EQUALITY,XM-DAC-41122-T49907,funding,7,canonical
org_alias_44e37f1fb6e5,org_2af6d1c2e416,Crown Agents Bank,GB-COH-03259922,implementing,7,canonical
org_alias_15d4a3ac4d39,org_a1b736f2cfed,DEPARTMENT OF HEALTH KISUMU COUNTY,XM-DAC-41122-VN-233044,implementing,7,canonical
org_alias_4eec57769096,org_dddca0a48071,DIRE DAWA ADMINISTRATION BUREAU OF HEALTH,XM-DAC-41122-VN-203785,implementing,7,canonical
org_alias_8a32f6c3e217,org_5ead90e55792,FOR AFRIKA TO THRIVE,XM-DAC-41122-VN-231566,implementing,7,canonical
org_alias_b123133ede34,org_da2ea093755f,Finland,FI-3,funding,7,canonical
org_alias_139b94aee263,org_dd01d271b88a,Fonds des Nations Unies pour la population,XM-DAC-41119,implementing,7,canonical
org_alias_41b69523e96e,org_ff249e4b90fc,Food and Agriculture Organization of the United Nations,XM-DAC-41301,accountable,7,canonical
org_alias_fe659d805f15,org_ff249e4b90fc,Food and Agriculture Organization of the United Nations,XM-DAC-41301,implementing,7,canonical
org_alias_b1e0b1de5069,org_e12d10d93d38,Global - Education,XM-DAC-41122-T49954,funding,7,canonical
org_alias_1d5aa636b03b,org_98bf1bf742d9,Invest International B.V.,NL-KVK-83517626,accountable,7,canonical
org_alias_0ed7bd95e0fa,org_98bf1bf742d9,Invest International B.V.,NL-KVK-83517626,funding,7,canonical
org_alias_db4f5226059e,org_98bf1bf742d9,Invest International B.V.,NL-KVK-83517626,reporting,7,canonical
org_alias_dda51e0ec9d0,org_cbf4738c0896,KILIFI COUNTY DEPARTMENT OF HEALTH,XM-DAC-41122-VN-238717,implementing,7,canonical
org_alias_8c0cde14383c,org_b22eba63ac5b,Liverpool School of Tropical Medicine,GB-CHC-222655,implementing,7,canonical
org_alias_437b6613d070,org_0d285b2b7cec,MEDECINS D AFRIQUE RD CONGO,XM-DAC-41122-VN-215635,implementing,7,canonical
org_alias_437346f4e375,org_4a966918600b,MINISTRY OF HEALTH AND SANITATION WEST POKOT KAPENGURIA,XM-DAC-41122-VN-234720,implementing,7,canonical
org_alias_ab9a4ba91388,org_8036c1c90e37,MINISTRY OF HEALTH UNICEF,XM-DAC-41122-VN-206005,implementing,7,canonical
org_alias_4ce529677150,org_4332b92a3578,Merck Sharp & Dohme Corp,TF759002,funding,7,canonical
org_alias_90027f6fb537,org_d5bd9b6eaffa,Norwegian Agency for Development Cooperation (NORAD),NO-BRC-971277882,funding,7,canonical
org_alias_1a759b2203af,org_267c6a9d12cd,Other public entities in donor country,XM-DAC-11004,accountable,7,canonical
org_alias_37ba09f55c5f,org_0abb2da21cb3,Population Services Kenya,KE-NCB-2180511304359047,reporting,7,canonical
org_alias_e16a0f9e1403,org_a58c4d046991,Population Services Kenya,,implementing,7,canonical
org_alias_0af760adb669,org_525835a4784c,SAVE THE CHILDREN FUND,XM-DAC-41122-VN-217642,implementing,7,canonical
org_alias_18d99f4fe2b8,org_f3e687e5ede0,STATE MINISTRY OF HEALTH AWEIL,XM-DAC-41122-VN-217711,implementing,7,canonical
org_alias_2a91333dc39c,org_9f85e7139ada,STATE MINISTRY OF HEALTH EES,XM-DAC-41122-VN-217707,implementing,7,canonical
org_alias_25b472eb3079,org_541d1376bab0,Save The Children UK,GB-COH-213890,reporting,7,canonical
org_alias_915a8c826fe0,org_64dd637d4a5f,Save the Children International,GB-CHC-1076822,implementing,7,canonical
org_alias_ff7798f284fb,org_05d4b49f0d92,The International Rescue Committee,US-EIN-13-5660870,accountable,7,canonical
org_alias_c501d831ad97,org_5895e0d97c2a,The Susan Thompson Buffett Foundati,TF750002,funding,7,canonical
org_alias_17a22ec4c4b3,org_adc8deda2486,United Nations Children's Fund (UNICEF),41122,implementing,7,canonical
org_alias_6b2e2282dffa,org_906aee231f3a,World Health Organization (WHO),XM-DAC-928,implementing,7,canonical
org_alias_7882ff82cc51,org_56868d2a0fad,donor country based NGO,,accountable,7,canonical
org_alias_3f7e010ff475,org_eb571fae3b24,AMREF Health Africa,XM-DAC-21045,implementing,6,canonical
org_alias_e5908644d691,org_8605c781992e,Action Against Hunger UK,GB-CHC-1047501,accountable,6,canonical
org_alias_9c629592924b,org_7dd7c4dd913c,Addis Ababa University,XI-GRID-grid.7123.7,implementing,6,canonical
org_alias_82e4923cc6e0,org_f5b57cfc621b,African Development Bank,XM-DAC-46002,reporting,6,canonical
org_alias_c1b5dbb80bf4,org_c71499b9c44f,Amref Health Africa in Ethiopia,ET-MFA-0001989741,implementing,6,canonical
org_alias_f54ebaa184c7,org_e3db375f745b,CATHOLIC ORGANIZATION FOR RELIEF AND DEVELOPMENT,XM-DAC-41122-VN-238944,implementing,6,canonical
org_alias_d2b555601184,org_b5c5ee536db0,CATHOLIC RELIEF SERVICES,XM-DAC-41122-VN-230911,implementing,6,canonical
org_alias_f8bd29e5cf75,org_669815bf96db,COUNTY GOVERNMENT OF BUSIA DEPARTMENT OF HEALTH AND SANITATION,XM-DAC-41122-VN-241753,implementing,6,canonical
org_alias_89345be3a66d,org_17e940f7dd7d,Cordaid South Sudan,NL-KVK-41160054,implementing,6,canonical
org_alias_26175a331c2b,org_bc5fa4d2025b,Crown Agents,,funding,6,canonical
org_alias_62b40fa8511e,org_0c47842d162a,DFID,GB-1,funding,6,canonical
org_alias_620f8bdcb384,org_ee75dba5acbb,DIVISION PROVINCIALE SANTE TANGANYIKA,XM-DAC-41122-VN-232067,implementing,6,canonical
org_alias_e657283b4da5,org_8c431f36eba1,DIVISION PROVINCIALE SANTE TSHUAPA,XM-DAC-41122-VN-232888,implementing,6,canonical
org_alias_0bd7c1beb9f7,org_6bba5d3f13bb,DPS DU HAUT KATANGA INSPECTION MEDICALE PROV KATANGA,XM-DAC-41122-VN-202781,implementing,6,canonical
org_alias_3a14ed10c4c6,org_4a91d46d56af,DPS ITURI DIVISION PROVINCIALE DE SANTE ITURI,XM-DAC-41122-VN-233099,implementing,6,canonical
org_alias_4b40862668d4,org_43d31647ce50,DPS SANKURU DIVISION PROVINCIALE DE LA SANTE SANKURU,XM-DAC-41122-VN-233094,implementing,6,canonical
org_alias_b468fa661d4b,org_1db9a333c7f8,Directorate-general Development Cooperation and Humanitarian Aid,XM-DAC-2-10,reporting,6,canonical
org_alias_af8b24f52b4a,org_0eecaaddf4c8,Flemish Interuniversity Council for University Development Cooperation (VLIR-UOS),BE-BCE_KBO-0418766123,accountable,6,canonical
org_alias_b960c52c88d7,org_0eecaaddf4c8,Flemish Interuniversity Council for University Development Cooperation (VLIR-UOS),BE-BCE_KBO-0418766123,reporting,6,canonical
org_alias_21960a0c17ac,org_ff249e4b90fc,Food and Agriculture Organization (FAO),XM-DAC-41301,accountable,6,canonical
org_alias_e121f5b7d2de,org_ff249e4b90fc,Food and Agriculture Organization (FAO),XM-DAC-41301,implementing,6,canonical
org_alias_7f246dcd17bd,org_ff249e4b90fc,Food and Agriculture Organization (FAO),XM-DAC-41301,reporting,6,canonical
org_alias_4341a132912d,org_ebe02793a342,Germany,,funding,6,canonical
org_alias_641b0d999cbb,org_1ffd06c941b2,Germany - Federal Foreign Office,XM-DAC-5-7,reporting,6,canonical
org_alias_7b0f685ccbc2,org_9f9a39a5a240,Germany - Ministry for Economic Cooperation and Development,DE-1,funding,6,canonical
org_alias_283c58ce3d52,org_9001fc95008b,Ghent University,,implementing,6,canonical
org_alias_1c5afad172e8,org_b801607cb002,Gouvernement central (SUD/EST),XM-DAC-12001,implementing,6,canonical
org_alias_568f11eac8d2,org_d96f8fde4782,"Great Britain. Foreign, Commonwealth & Development Office",GB-GOV-1,funding,6,canonical
org_alias_5490c03e45df,org_8748a1c549bc,INTERNATIONAL RESCUE COMMITTEE,XM-DAC-41122-VN-227461,implementing,6,canonical
org_alias_75bae9f8e2fb,org_02a5445a5121,IOGT-NTO Movement,SE-ON-802497-7434,funding,6,canonical
org_alias_5b70e5733865,org_02a5445a5121,IOGT-NTO-rorelsen Ideell Forening,SE-ON-802497-7434,reporting,6,canonical
org_alias_0c973f29638f,org_05d4b49f0d92,"IRC, Inc.",US-EIN-13-5660870,accountable,6,canonical
org_alias_50317635cb51,org_6fae9ca5e10d,"JSI Research & Training Institute, Inc.",US-EIN-04-2679824,implementing,6,canonical
org_alias_0401a31c1f17,org_04ebe06a6429,Johns Hopkins University Bloomberg School of Public Health,US-EIN-52-0595110,implementing,6,canonical
org_alias_62df7fa58bde,org_bbb060071b99,KENYA RED CROSS SOCIETY,XM-DAC-41122-VN-206002,implementing,6,canonical
org_alias_081a49eccdd8,org_5293b2e13867,KU Leuven,,implementing,6,canonical
org_alias_1e28844732b5,org_f8d1c4251e14,MIGORI COUNTY GOVERNMENT PUBLIC HEALTH OFFICE,XM-DAC-41122-VN-229902,implementing,6,canonical
org_alias_7065b2d0094e,org_8fb7204d7f83,MOH UN AGENCIES GRANT,XM-DAC-41122-VN-221104,implementing,6,canonical
org_alias_7d65861fed92,org_c47aa3d0cadb,Ministry of Public Health and Sanitation,KE-COA-149,accountable,6,canonical
org_alias_fbbd0250ceb3,org_a04f7438d2d4,Norwegian Committee for UNICEF,XM-DAC-41122-C32401,funding,6,canonical
org_alias_fc4db46cfce2,org_ac9f939f2808,Norwegian Refugee Council,NO-BRC-977538319,funding,6,canonical
org_alias_b2c61e1c5ccc,org_fb45fe817563,Pandemic Fund,,funding,6,canonical
org_alias_bd9f7ae01dc1,org_19bd1374a551,RAS KIGOMA,XM-DAC-41122-VN-209812,implementing,6,canonical
org_alias_665cda81b090,org_64bf09c25a24,REGIONAL ADMINISTRATIVE SECRETARY MBEYA,XM-DAC-41122-VN-223357,implementing,6,canonical
org_alias_4d393daa78fe,org_1cee496295b4,REGIONAL ADMINISTRATIVE SECRETARY NJOMBE,XM-DAC-41122-VN-223533,implementing,6,canonical
org_alias_1ea7d8875be9,org_409db938cd97,"Results for Development Institute, Inc.",US-EIN-20-8530747,implementing,6,canonical
org_alias_ac857cc41346,org_c073ab2e5c7c,STATE MINISTRY OF HEALTH,XM-DAC-41122-VN-217715,implementing,6,canonical
org_alias_99279b7cb670,org_f4395b290b4b,STATE MINISTRY OF HEALTH LAKES,XM-DAC-41122-VN-217710,implementing,6,canonical
org_alias_0569f7e54f63,org_93b1bad634dc,Sightsavers,GB-CHC-207544,reporting,6,canonical
org_alias_e98043086fa7,org_723ed160e99e,Spanish Committee for UNICEF,XM-DAC-41122-C39901,funding,6,canonical
org_alias_24e0c8418a7c,org_43c9dae7d836,Swedish International Development Cooperation Agency (SIDA),SE-0,funding,6,canonical
org_alias_f5feb79d18c3,org_10d2303f236a,UNICEF - United Nations Children's Fund,XM-DAC-41122,implementing,6,canonical
org_alias_e0cf60a85738,org_10d2303f236a,United Nations Children’s Fund,XM-DAC-41122,implementing,6,canonical
org_alias_9149fc51d73b,org_dd01d271b88a,United Nations Population Fund,XM-DAC-41119,implementing,6,canonical
org_alias_58b2658d39b2,org_3423797bd804,Vrije Universiteit Brussel,,implementing,6,canonical
org_alias_50d90e425873,org_b9118bf33159,WFP - World Food Programme,XM-DAC-41140,funding,6,canonical
org_alias_b6f37ce2ecce,org_6c28ffbb094a,WHO Contingency Fund for Emergencies,,funding,6,canonical
org_alias_7c5979f53927,org_aa4d6c2d942a,Wellcome Trust,,funding,6,canonical
org_alias_1fed93f070d7,org_08f9668061e0,XM-DAC-69-2,XM-DAC-69-2,accountable,6,canonical
org_alias_0c3761fe7142,org_0c21969bd0c0,ACTION AGAINST HUNGER USA,US-EIN-13-3327220,implementing,5,canonical
org_alias_a8a47506fee9,org_02dd5418d148,ADVENTIST DEVELOPMENT AND RELIEF AGENCY,XM-DAC-41122-VN-221613,implementing,5,canonical
org_alias_4f1bc85fa485,org_85dab3004742,AMREF HEALTH AFRICA,XM-DAC-41122-VN-233888,implementing,5,canonical
org_alias_a8eedafd80bb,org_074173384926,ASSOCIATION POUR LE DEVELOPPEMENT SOCIAL ET LA SAUVEGARDE DE L ENVIRONNEMENT,XM-DAC-41122-VN-220832,implementing,5,canonical
org_alias_0027f80143bb,org_7eecdb46db9c,African Population & Health Research Center,XM-DAC-51000,implementing,5,canonical
org_alias_dc134ee33b9d,org_535a10c5e67f,Al-Ameen for Humanitarian Support,,implementing,5,canonical
org_alias_29f3733232d5,org_a9b75dc6ea70,Autres institutions multilatérales,XM-DAC-47000,implementing,5,canonical
org_alias_df32e9d7fb29,org_704f449aced5,Cyprus,XM-DAC-41122-G11101,funding,5,canonical
org_alias_080ffb413c29,org_bd00df1591c6,DAI Europe,GB-COH-1858644,implementing,5,canonical
org_alias_aeae69e2abc2,org_d075c834797a,DEPT OF HEALTH SERVICES BARINGO,XM-DAC-41122-VN-238158,implementing,5,canonical
org_alias_1863c3c2237d,org_62824ad80c99,DIVISION PROVINCIAL SANTE TSHOPO,XM-DAC-41122-VN-231961,implementing,5,canonical
org_alias_9376d19b2fd1,org_77ed1422602a,DIVISION PROVINCIALE DE LA SANTE DPS KINSHASA,XM-DAC-41122-VN-236614,implementing,5,canonical
org_alias_2aa88bc6d28a,org_4fc25d30749a,DIVISION PROVINCIALE DE LA SANTE DU NORD KIVU,XM-DAC-41122-VN-202854,implementing,5,canonical
org_alias_4b82bb85afa6,org_c419f36083be,DIVISION PROVINCIALE SANTE BAS UELE,XM-DAC-41122-VN-232395,implementing,5,canonical
org_alias_919c1d0ba0de,org_04c8f82478e6,DIVISION PROVINCIALE SANTE KASAI CENTRAL,XM-DAC-41122-VN-232068,implementing,5,canonical
org_alias_d82580f72cd8,org_fd57468de67e,DPS KWILU DIVISION PROVINCIALE DE LA SANTE,XM-DAC-41122-VN-201393,implementing,5,canonical
