organisation_intelligence_id,organisation_entity_id,organisation_name,account_type,roles,activity_count,active_activity_count,pipeline_activity_count,country_codes,country_names,reported_budget,average_opportunity_score,high_priority_opportunities,top_equipment_categories,commercial_relevance,latest_update,source_layer
org_intel_400f401c77fc,org_5ad9b4a53101,Orient Integrated Development Consultants Inc,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_a97db4756edc,org_ab139ea91694,OUR MISSION is to create an environment where GRANDMOTHERS’ RIGHTS AND NEEDS are prioritized and integrated in all national programs in Uganda.,Implementing Partner,implementing,1,1,0,PK; MM; LB; UG; MZ; TZ; ET; MD; GB,PK; MM; LB; Uganda; MZ; Tanzania; Ethiopia; MD; GB,0.0,40.0,0,Facility / hospital infrastructure,Tier 3,,intelligence
org_intel_a5eeb55d14c6,org_a787403b890a,"Our vision is a just, equitable, and empowered society where youth, women, and elders actively contribute to sustainable social and economic progress. Our mission is to empower youth, women, and elders with skills, opportunities, and networks that promote entrepreneurship, social impact, and community leadership, fostering inclusive and sustainable development. Our objectives and goals focus on strengthening economic empowerment, social inclusion and intergenerational collaboration, and environmental sustainability by equipping communities with practical skills, expanding access to opportunities, and promoting leadership, innovation, and resilient livelihoods.",Implementing Partner,implementing,1,1,0,PK; MM; LB; UG; MZ; TZ; ET; MD; GB,PK; MM; LB; Uganda; MZ; Tanzania; Ethiopia; MD; GB,0.0,40.0,0,Facility / hospital infrastructure,Tier 3,,intelligence
org_intel_47759ffebd54,org_787701ff6f1a,Oxford Policy Management India Private Limited,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_8f643d91bcc9,org_b221803d89a0,Oyam Woman and Girls Champions of Change (OYWG),Implementing Partner,implementing,1,1,0,UG,Uganda,0.0,48.0,0,Facility / hospital infrastructure; Facility Infrastructure,Tier 3,,intelligence
org_intel_b3ce7802635a,org_079a12b99b50,Palabek Development Forum,Implementing Partner,implementing,1,1,0,UG,Uganda,0.0,48.0,0,Facility / hospital infrastructure; Facility Infrastructure,Tier 3,,intelligence
org_intel_e629235bd39a,org_46ac0e53634e,Partnership for Pastoralists Development Association,Implementing Partner,implementing,1,1,0,ET,Ethiopia,0.0,40.0,0,Facility / hospital infrastructure,Tier 3,,intelligence
org_intel_be0f1892944f,org_cddf0eabfe5c,"PCAU was established in 1999 and registered in 2003. It works to accelerate the integration of palliative care in the health care system in Uganda through capacity building, research, and resource mobilization. Additionally, it works in capacity building of health workers and the health care system strengthening on issues of pain management and palliative care.",Implementing Partner,implementing,1,1,0,PK; MM; LB; UG; MZ; TZ; ET; MD; GB,PK; MM; LB; Uganda; MZ; Tanzania; Ethiopia; MD; GB,0.0,40.0,0,Facility / hospital infrastructure,Tier 3,,intelligence
org_intel_a3292b98d6c1,org_f6de2ce23ecd,Peace and Shammah Foundation (PSF),Implementing Partner,implementing,1,1,0,UG,Uganda,0.0,48.0,0,Facility / hospital infrastructure; Facility Infrastructure,Tier 3,,intelligence
org_intel_139b31509a8d,org_881829a26d29,Peace Together Uganda,Implementing Partner,implementing,1,1,0,UG,Uganda,0.0,48.0,0,Facility / hospital infrastructure; Facility Infrastructure,Tier 3,,intelligence
org_intel_60fc4e262938,org_48dc1f028311,PKF UGANDA,Implementing Partner,implementing,1,1,0,UG,Uganda,0.0,40.0,0,Facility / hospital infrastructure,Tier 3,,intelligence
org_intel_646da64ecfd7,org_19b2abc5c429,Please add,Implementing Partner,implementing,1,1,0,PK; MM; LB; UG; MZ; TZ; ET; MD; GB,PK; MM; LB; Uganda; MZ; Tanzania; Ethiopia; MD; GB,0.0,40.0,0,Facility / hospital infrastructure,Tier 3,,intelligence
org_intel_7c784d14fda3,org_c3ae9ea138ef,Population Services International (PSI),Donor,funding,1,1,0,SS,South Sudan,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_4e4fe1614930,org_395043d6fdb2,PRICEWATERHOUSECOOPERS LLP,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_dc736b1adc82,org_3178c2e75d88,PT PricewaterhouseCoopers Indonesia Advisory,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_b53ca3c4059e,org_d868f3abfdac,PwC Kenya,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_d39f041fc296,org_e9b6fbc49960,Reach One Touch One Ministries (ROTOM) is a non-denominational Christian organization reaching out to older persons and children in their care.,Implementing Partner,implementing,1,1,0,PK; MM; LB; UG; MZ; TZ; ET; MD; GB,PK; MM; LB; Uganda; MZ; Tanzania; Ethiopia; MD; GB,0.0,40.0,0,Facility / hospital infrastructure,Tier 3,,intelligence
org_intel_5fc837fcbc67,org_30e5e1c3cce3,Resource Stewardship Consultants Sdn Bhd,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_284b85c81360,org_993ccc93d80e,RIFT VALLEY INSTITUTE (D),Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_392535b538ef,org_5291038384d3,South Consulting Africa Ltd,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_8f2a8e100260,org_54af01659713,Step By Step Womens Mental Health,Implementing Partner,implementing,1,1,0,UG,Uganda,0.0,48.0,0,Facility / hospital infrastructure; Facility Infrastructure,Tier 3,,intelligence
org_intel_7e439ebfd771,org_55e98e017c3d,Stiftung Menschen für Menschen - Karlheinz Böhms Äthiopienhilfe -,Implementing Partner,implementing,1,1,0,ET,Ethiopia,0.0,48.0,0,Facility / hospital infrastructure; Facility Infrastructure,Tier 3,,intelligence
org_intel_c753d190a374,org_7d823aca1ef5,Strathmore University Business School,Implementing Partner,implementing,1,1,0,SS,South Sudan,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_8df01233905d,org_ce736a648958,Tadamun Social Society,Implementing Partner,implementing,1,1,0,SO,Somalia,0.0,48.0,0,Facility / hospital infrastructure; Facility Infrastructure,Tier 3,,intelligence
org_intel_95f767d8a9be,org_218dc641a9af,TECHNOPOLIS LIMITED,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_7a896915385e,org_32584de48c89,Terra Tech Förderprojekte,Implementing Partner,implementing,1,1,0,ET,Ethiopia,0.0,48.0,0,Diagnostic equipment; IT / Health Information Systems; Medical Devices & Equipment; Medical devices,Tier 3,,intelligence
org_intel_9547f33881ea,org_7e436145e285,Terre des Hommes Deutschland e.V. Hilfe für Kinder in Not,Implementing Partner,implementing,1,1,0,SS,South Sudan,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_3bfa26080e5e,org_199d30029293,TETRA TECH INTERNATIONAL DEVELOPMENT,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_fc62ced7abbb,org_91a7cb155373,THE BOMA PROJECT,Implementing Partner,implementing,1,1,0,KE,Kenya,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_aac7d1a09ad5,org_6f326aab67c4,THE ENERGY AND RESOURCES INSTITUTE (TERI),Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_6fed0cb29e42,org_324566d28ea3,THE METEOROLOGICAL OFFICE,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_1255b4697d14,org_cc39bc8787db,"The purpose of ASA is to support communities in finding sustainable solutions to their social problems, focusing on the areas of agriculture, water and sanitation, education, health, advocacy and communication, and spirituality. The objectives of ASA are to: a) Stimulate the integral development of communities; b) Promote the sustainable development of communities, in cooperation with other similar and/or religious and humanitarian institutions; c) Encourage the strengthening of the organizational and institutional capacity of communities, with a view to the self-satisfaction of their basic needs and the development of a participatory community life; d) Promote actions that contribute to human development, as well as to harmony and dignity among people. ASA's MISSION is to Promote the pursuit of peace and sustainable solutions that contribute to holistic development aimed at the well-being of the human being and the preservation of God's creation.. ASA's VISION communities with integral and abundant life.",Implementing Partner,implementing,1,1,0,PK; MM; LB; UG; MZ; TZ; ET; MD; GB,PK; MM; LB; Uganda; MZ; Tanzania; Ethiopia; MD; GB,0.0,40.0,0,Facility / hospital infrastructure,Tier 3,,intelligence
org_intel_1ef502a2c51d,org_fba5dfaddbfb,The Somali Institute for Environmental Peace,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_8bc52b1a00b8,org_2548adf7cca7,time2help e.V.,Implementing Partner,implementing,1,1,0,TZ,Tanzania,0.0,48.0,0,Facility / hospital infrastructure; Facility Infrastructure,Tier 3,,intelligence
org_intel_082ad77ebef6,org_4b7734eed06c,TROPICAL HEALTH CONSULTING LLP,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_3ac945305661,org_5b34407bcbb3,Tufts University,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_7e1b80cfe0c2,org_c8053b2f9f31,Uganda National Meteorological Authority,Implementing Partner,implementing,1,1,0,UG,Uganda,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_44b87cf6f328,org_11592fb7674d,Uganda Red Cross Society,Implementing Partner,implementing,1,1,0,UG,Uganda,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_6aa394d02532,org_43db9142aadb,UNITED KINGDOM SECURITY HEALTH AGENCY,Implementing Partner,implementing,1,1,0,CD; AO; RW,Democratic Republic of the Congo; AO; Rwanda,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_902d293ea948,org_c91a6cf9e8ed,Universal Intervention and Development Organization (UNIDO),Implementing Partner,implementing,1,0,0,SS,South Sudan,0.0,36.0,0,Facility / hospital infrastructure; Facility Infrastructure,Tier 3,,intelligence
org_intel_9dcf0ed409e8,org_12729e2ab71c,UNIVERSITY OF BIRMINGHAM,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_0ace161568fc,org_3dd949c5cf83,"University Research Co., LLC. (URC)",Implementing Partner,implementing,1,1,0,UG,Uganda,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_7d993ddbff40,org_892e7bc956a9,"Vision A future where Ethiopian women and girls fully exercise their rights, experience gender justice, and thrive in an equitable society. Mission To advance gender equality and build an equitable society for Ethiopian women and girls by delivering multi-dimensional programs in education, SRHR, skills development, community engagement, and advocacy, while leveraging strategic partnerships and innovative solutions in digitalization, science, and technology. EWDO Goal To contribute to an equitable, inclusive, and resilient society where women and girls, including vulnerable and older women, fully exercise their rights, live free from violence and discrimination, and actively participate in social and economic development with dignity and equal opportunity. EWDO Objectives 1. Digital Inclusion and Empowerment for Women and Girls: - EWDO works to close the digital gender gap by increasing women’s and girls’ access to technology, digital skills, and online opportunities. The pillar also promotes online safety and addresses technology-facilitated violence; ensuring digital spaces support education, livelihoods, and empowerment. 2. Specialized GBV Prevention, Response, and Access to Justice: To prevent and respond to gender-based violence (GBV) and harmful practices by strengthening survivor-centered services, protection systems, access to justice, and community awareness. 3. Access to Comprehensive Sexual and Reproductive Health and Rights (SRHR): To improve equitable access to comprehensive sexual and reproductive health and rights (SRHR) information and services, particularly for marginalized and underserved women and girls. 4. Socio-Economic Empowerment and Leadership: EWDO strengthens women’s economic independence through skills development, entrepreneurship, and digital inclusion including elder people, marginalized and underserved groups. The pillar also promotes women’s leadership across sectors, enabling them to influence economic and social decision-making. 5. Peace, Governance, and Humanitarian Action: EWDO supports active participation of women and vulnerable groups in peace building, governance, and humanitarian response. The organization advocates for gender-responsive systems and uses innovative and digital approaches to ensure women’s voices and needs are central in crisis and recovery efforts. 6. Organizational Excellence and Sustainable Impact: To strengthen institutional capacity, partnerships, innovation, and evidence-based programming to ensure sustainable impact and organizational excellence.",Implementing Partner,implementing,1,1,0,PK; MM; LB; UG; MZ; TZ; ET; MD; GB,PK; MM; LB; Uganda; MZ; Tanzania; Ethiopia; MD; GB,0.0,40.0,0,Facility / hospital infrastructure,Tier 3,,intelligence
org_intel_f307340ea8a8,org_14304dece8f7,"Vision To be a mission organisation reflecting Christ's love and light through the practical service of churches, while nurturing the body, mind and soul of the community through the holistic mission. Mission To build Christ’s love through the collaborative ministry of member churches, engaging in a holistic mission dedicated to the care and preservation of humanity and the environment. Objectives 1. To serve practically through member churches in order to manifest Christ's love and light, establishing and strengthening robust networks within our church communities to act as primary mobilisation units. 2. To build a holistic ministry centered on integrated development, driving sustainable programs that address multi-sectoral community needs. 3. To support and uplift 'the least of these' in the community who are weak in body, mind and spirit by delivering structured care frameworks to fragile populations. 4. To foster deep community fellowship, sustainable friendships, mutual trust and holistic social integration across all target regions. 5. To assist in rebuilding, repairing and restoring damaged infrastructure and community structures across church communities and their adjacent environment to ensure long-term stability and resilience.",Implementing Partner,implementing,1,1,0,PK; MM; LB; UG; MZ; TZ; ET; MD; GB,PK; MM; LB; Uganda; MZ; Tanzania; Ethiopia; MD; GB,0.0,40.0,0,Facility / hospital infrastructure,Tier 3,,intelligence
org_intel_991029aae457,org_fc225d0bc71f,"Vision: A just, inclusive, and resilient society where all people, particularly those facing poverty, exclusion, or vulnerability, have equal opportunities to access essential services, participate in decision-making, and live with dignity. Mission: Friends Foundation works to improve the well-being of underserved communities by facilitating access to quality healthcare, education, water and sanitation services, humanitarian assistance, and opportunities for social and economic development. Through community engagement, capacity building, and partnerships with public and private sector stakeholders, the organization promotes sustainable solutions that strengthen resilience and improve quality of life. Objectives and Goals: The Foundation seeks to improve access to primary healthcare, maternal and child health, nutrition, and preventive health services for disadvantaged populations. It promotes safe water, sanitation, and hygiene practices to improve public health outcomes and community well-being. The organization supports women, youth, older persons, persons with disabilities, and other marginalized groups by creating opportunities for participation, capacity development, and social inclusion. It works to strengthen community resilience to disasters and emergencies through preparedness, risk reduction, relief, and recovery initiatives. Friends Foundation also contributes to improved governance, civic engagement, and community participation by strengthening local institutions and promoting accountability and inclusion. Across all programmes, the organization focuses on building local capacities, encouraging community ownership, and supporting sustainable development that delivers long-term benefits for vulnerable populations. Website: www.ffpak.org.pk Strategic Focus Areas: Integrated Health, WASH, Women Empowerment, Climate Resilience, Education, Governance, and Humanitarian Response & Rehabilitation.",Implementing Partner,implementing,1,1,0,PK; MM; LB; UG; MZ; TZ; ET; MD; GB,PK; MM; LB; Uganda; MZ; Tanzania; Ethiopia; MD; GB,0.0,40.0,0,Facility / hospital infrastructure,Tier 3,,intelligence
org_intel_0cb187ab46a8,org_d65bd2ae8eae,Visions for Children e.V.,Implementing Partner,implementing,1,1,0,UG,Uganda,0.0,48.0,0,Facility / hospital infrastructure; Facility Infrastructure,Tier 3,,intelligence
org_intel_40bf4b6dbc6b,org_379e4d7f0814,Watye Ki Gen,Implementing Partner,implementing,1,1,0,UG,Uganda,0.0,48.0,0,Facility / hospital infrastructure; Facility Infrastructure,Tier 3,,intelligence
org_intel_0df86ab2efd3,org_941db66859e2,Wholistic Development Initiative For All (WODIFA),Implementing Partner,implementing,1,1,0,UG,Uganda,0.0,48.0,0,Facility / hospital infrastructure; Facility Infrastructure,Tier 3,,intelligence
org_intel_b96e0dc7a889,org_b624a7b3d8a4,World Vision Somalia,Implementing Partner,implementing,1,1,0,SO,Somalia,0.0,48.0,0,Diagnostic Equipment; Diagnostic equipment,Tier 3,,intelligence
org_intel_d2332457ae21,org_43acd285291a,World Vision South Sudan,Implementing Partner,implementing,1,1,0,SS,South Sudan,0.0,40.0,0,Facility / hospital infrastructure,Tier 3,,intelligence
org_intel_244d99ca2930,org_7e776d32dd33,Ärzte der Welt e.V.,Implementing Partner,implementing,1,1,0,ET,Ethiopia,0.0,48.0,0,Facility / hospital infrastructure; Facility Infrastructure,Tier 3,,intelligence
org_intel_66b76a0b7ca5,org_8b088455b574,Undefined,Donor,funding,1,1,0,UG,Uganda,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_d7110984be6f,org_888216c6607a,NOR - MINISTRY OF FOREIGN AFFAIRS,Donor,funding,1,1,0,UG,Uganda,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_a9ad3e170937,org_f6ef57ca0563,KOREA INTERN. COOPERATION AGENCY,Donor,funding,1,1,0,UG,Uganda,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_52e625a41bbf,org_2b56065e29ac,HALYK BANK KAZAKHSTAN,Donor,funding,1,1,0,UG,Uganda,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_63f45d053ca9,org_39e6939552b3,COMESA,Donor,funding,1,1,0,UG,Uganda,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_e52c01768a0a,org_dd63ad72ba35,MPTF-UN Uganda MPTF,Donor,funding,1,1,0,UG,Uganda,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_e99c44114cf1,org_7303208afcf0,TASKBRIDGE LIMITED,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_ba6f04969dc5,org_d7c4bc80cda6,EDSB STARTUP INSIGHTS LTD,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_6ff7b7536fd8,org_a3c0f6e5f05b,BAYLOR UGANDA,Implementing Partner,implementing,1,1,0,UG,Uganda,0.0,40.0,0,Facility / hospital infrastructure,Tier 3,,intelligence
org_intel_f50b79fd277f,org_109e34dfeb83,CENTRE FOR HUMANITARIAN CHANGE,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_5e5344f15bc7,org_633ac2247ebe,GIVEDIRECTLY,Implementing Partner,implementing,1,1,0,UG,Uganda,0.0,40.0,0,Facility / hospital infrastructure,Tier 3,,intelligence
org_intel_27d336061466,org_677f0407776b,THE SHARE TRUST INC,Implementing Partner,implementing,1,1,0,UG,Uganda,0.0,40.0,0,Facility / hospital infrastructure,Tier 3,,intelligence
org_intel_2c565eb95d99,org_fd35ee158b10,ECONOMIC POLICY RESEARCH INSTITUTE LLC,Implementing Partner,implementing,1,1,0,KE,Kenya,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_2db318066eeb,org_d2700a23fc83,VILLAGE ENTERPRISE,Implementing Partner,implementing,1,1,0,KE,Kenya,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_42b976fa0c56,org_2ba71a69dc54,AFRICA CENTRES FOR DISEASE CONTROL,Implementing Partner,implementing,1,1,0,CD; AO; RW,Democratic Republic of the Congo; AO; Rwanda,0.0,40.0,0,Medical devices,Tier 3,,intelligence
org_intel_253f7e52e510,org_8823f110ad23,KATONTE DEVELOPMENT PERSPECTIVES LTD,Implementing Partner,implementing,1,1,0,KE; KH; NG; SO; ZA; VN; ZW; IN; RW; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; CD; ID; NP; TN; TZ,Kenya; KH; NG; Somalia; ZA; VN; ZW; IN; Rwanda; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; Democratic Republic of the Congo; ID; NP; TN; Tanzania,0.0,48.0,0,Medical devices,Tier 3,,intelligence
org_intel_caa9ae28c5d4,org_38db7b8e0003,CERRIUM ADVISORY LTD,Implementing Partner,implementing,1,1,0,RW,Rwanda,0.0,40.0,0,Medical devices,Tier 3,,intelligence
